1	62.65.109.81	DummyObj	神话ヤ女神	169	2026-08-22 15:57:11	2026-08-22 16:00:00	0
1	55.33.46.242	DummyObj	真游龙神	48	2026-08-22 15:59:15	2026-08-22 16:00:04	0
1	28.59.121.143	DummyObj	血战狂龙	60	2026-08-22 15:59:05	2026-08-22 16:00:05	0
1	176.223.187.41	DummyObj	一刀秒殺	51	2026-08-22 15:59:51	2026-08-22 16:00:42	0
1	11.152.39.50	DummyObj	fdsarwerw	40	2026-08-22 16:00:06	2026-08-22 16:00:47	0
1	129.229.220.116	DummyObj	︶ㄣ菰箪う	52	2026-08-22 15:59:56	2026-08-22 16:00:48	0
1	180.121.44.2	DummyObj	杀戮メ心	96	2026-08-22 15:59:21	2026-08-22 16:00:57	0
1	147.224.111.45	DummyObj	︶ㄣ菰箪ツ	58	2026-08-22 16:00:01	2026-08-22 16:01:00	0
1	213.145.210.62	DummyObj	こ法お神	33	2026-08-22 16:00:27	2026-08-22 16:01:00	0
1	164.162.128.30	DummyObj	￡冬冬￡	59	2026-08-22 16:00:11	2026-08-22 16:01:11	0
1	107.25.250.49	DummyObj	￡紫雨￡	54	2026-08-22 16:00:16	2026-08-22 16:01:11	0
1	99.219.205.173	DummyObj	ゼ小一熙ラ	53	2026-08-22 16:00:32	2026-08-22 16:01:25	0
1	224.5.115.239	DummyObj	一招毙命	107	2026-08-22 15:59:41	2026-08-22 16:01:28	0
1	158.30.49.236	DummyObj	疯狂女郎	113	2026-08-22 15:59:36	2026-08-22 16:01:30	0
1	238.207.9.42	DummyObj	高难度犯罪	55	2026-08-22 16:00:42	2026-08-22 16:01:37	0
1	113.227.88.234	DummyObj	我跟你拼了	43	2026-08-22 16:01:02	2026-08-22 16:01:46	0
1	53.184.99.94	DummyObj	づ杀神	140	2026-08-22 15:59:26	2026-08-22 16:01:46	0
1	18.0.223.221	DummyObj	ACBDE	93	2026-08-22 16:00:21	2026-08-22 16:01:55	0
1	37.188.200.80	DummyObj	不帅你砍我	81	2026-08-22 16:00:37	2026-08-22 16:01:58	0
1	49.207.172.78	DummyObj	钱多多	78	2026-08-22 16:00:47	2026-08-22 16:02:05	0
1	234.90.193.32	DummyObj	秋天的风	76	2026-08-22 16:00:52	2026-08-22 16:02:09	0
1	14.172.182.134	DummyObj	哈哈哈	55	2026-08-22 16:01:23	2026-08-22 16:02:18	0
1	104.94.197.235	DummyObj	独行侠	174	2026-08-22 15:59:31	2026-08-22 16:02:25	0
1	253.166.78.215	DummyObj	我不是神	79	2026-08-22 16:01:07	2026-08-22 16:02:27	0
1	242.21.137.192	DummyObj	3333333	66	2026-08-22 16:01:28	2026-08-22 16:02:34	0
1	189.34.243.218	DummyObj	无赖疯子	56	2026-08-22 16:01:38	2026-08-22 16:02:34	0
1	171.176.203.146	DummyObj	人王泰山	83	2026-08-22 16:01:18	2026-08-22 16:02:41	0
1	8.178.131.183	DummyObj	英雄少年	60	2026-08-22 16:01:53	2026-08-22 16:02:53	0
1	161.151.233.126	DummyObj	溡緔儍苽	106	2026-08-22 16:01:12	2026-08-22 16:02:59	0
1	134.119.6.233	DummyObj	妹ヤ哥给你蛋玩	47	2026-08-22 16:02:14	2026-08-22 16:03:01	0
1	20.15.25.61	DummyObj	极度の美女	75	2026-08-22 16:01:48	2026-08-22 16:03:04	0
1	176.169.115.78	DummyObj	qweqwe	199	2026-08-22 15:59:46	2026-08-22 16:03:05	0
1	111.158.17.43	DummyObj	我叫嚣能能	46	2026-08-22 16:02:19	2026-08-22 16:03:06	0
1	208.149.232.211	DummyObj	大法师	70	2026-08-22 16:01:58	2026-08-22 16:03:09	0
1	179.153.111.246	DummyObj	じ☆ve小坏ň	69	2026-08-22 16:02:08	2026-08-22 16:03:18	0
1	36.136.183.202	DummyObj	林妹妹	81	2026-08-22 16:02:03	2026-08-22 16:03:25	0
1	5.36.143.211	DummyObj	WzZp、尕博	47	2026-08-22 16:02:39	2026-08-22 16:03:26	0
1	160.103.165.235	DummyObj	神话ヤ狂神	34	2026-08-22 16:02:54	2026-08-22 16:03:29	0
1	106.184.138.117	DummyObj	緣錠紟鉎	50	2026-08-22 16:03:00	2026-08-22 16:03:50	0
1	85.15.66.20	DummyObj	天涯寻梦	67	2026-08-22 16:02:44	2026-08-22 16:03:52	0
1	18.154.143.127	DummyObj	追逐、	90	2026-08-22 16:02:34	2026-08-22 16:04:05	0
1	218.22.64.94	DummyObj	昔日辉煌某洋	75	2026-08-22 16:02:49	2026-08-22 16:04:05	0
1	152.77.136.186	DummyObj	大逍遥	44	2026-08-22 16:03:35	2026-08-22 16:04:20	0
1	165.81.188.136	DummyObj	神话ヤ战神	70	2026-08-22 16:03:15	2026-08-22 16:04:26	0
1	122.130.101.118	DummyObj	血战狂龙	57	2026-08-22 16:03:30	2026-08-22 16:04:28	0
1	56.253.36.247	DummyObj	真游龙神	67	2026-08-22 16:03:25	2026-08-22 16:04:33	0
1	158.67.89.122	DummyObj	┌浩然正气┐	130	2026-08-22 16:02:29	2026-08-22 16:04:39	0
1	199.34.176.183	DummyObj	阿飞	95	2026-08-22 16:03:05	2026-08-22 16:04:40	0
1	194.185.129.180	DummyObj	WzZp、兔兔	62	2026-08-22 16:03:41	2026-08-22 16:04:43	0
1	46.132.39.229	DummyObj	一刀秒殺	54	2026-08-22 16:03:56	2026-08-22 16:04:51	0
1	39.129.96.230	DummyObj	幽雅处女	207	2026-08-22 16:01:33	2026-08-22 16:05:01	0
1	104.121.244.73	DummyObj	︶ㄣ菰箪う	49	2026-08-22 16:04:11	2026-08-22 16:05:01	0
1	190.108.241.22	DummyObj	『鈊在流浪♂	3783	2026-08-22 15:01:58	2026-08-22 16:05:01	0
1	245.119.156.242	DummyObj	缥缈￡锋火	537	2026-08-22 15:56:03	2026-08-22 16:05:01	0
1	80.81.158.227	DummyObj	神话ヤ风神	490	2026-08-22 15:56:50	2026-08-22 16:05:01	0
1	138.203.178.22	DummyObj	杀戮メ心	39	2026-08-22 16:04:22	2026-08-22 16:05:01	0
1	63.54.247.134	DummyObj	招财	157	2026-08-22 16:02:24	2026-08-22 16:05:01	0
1	52.183.5.2	DummyObj	飞哥╭ァ给力	70	2026-08-22 16:03:51	2026-08-22 16:05:01	0
1	124.99.212.161	DummyObj	こ法お神	29	2026-08-22 16:04:32	2026-08-22 16:05:01	0
1	98.146.223.132	DummyObj	￡冬冬￡	19	2026-08-22 16:04:42	2026-08-22 16:05:01	0
1	199.59.47.117	DummyObj	缥缈￡精灵	517	2026-08-22 15:56:24	2026-08-22 16:05:01	0
1	11.152.204.218	DummyObj	fsadqwe	244	2026-08-22 16:00:57	2026-08-22 16:05:01	0
1	167.15.232.83	DummyObj	fdsarwerw	55	2026-08-22 16:04:06	2026-08-22 16:05:02	0
1	62.95.12.243	DummyObj	ゼ小一熙ラ	4	2026-08-22 16:04:58	2026-08-22 16:05:02	0
1	46.127.17.13	DummyObj	缥缈￡春天	548	2026-08-22 15:55:53	2026-08-22 16:05:02	0
1	124.41.148.62	DummyObj	缥缈￡神化	501	2026-08-22 15:56:40	2026-08-22 16:05:02	0
1	105.235.26.73	DummyObj	决不低头	199	2026-08-22 16:01:43	2026-08-22 16:05:02	0
1	130.120.182.118	DummyObj	妹ヤ给哥揉揉蛋	76	2026-08-22 16:03:46	2026-08-22 16:05:02	0
1	23.47.215.9	DummyObj	大帅火烧沙皇宫	45	2026-08-22 16:04:16	2026-08-22 16:05:02	0
1	245.152.146.1	DummyObj	神话ヤ女神	102	2026-08-22 16:03:20	2026-08-22 16:05:02	0
1	168.248.39.50	DummyObj	￡紫雨￡	15	2026-08-22 16:04:47	2026-08-22 16:05:02	0
1	46.146.98.29	DummyObj	缥缈￡火舞	528	2026-08-22 15:56:14	2026-08-22 16:05:02	0
1	36.143.249.49	DummyObj	随风而飘	372	2026-08-22 15:58:50	2026-08-22 16:05:02	0
